id,ts,texto,intent,origem,arquivo_origem,is_ruido,fonte,split,is_synth_test,lado,texto_clean,texto_tokens,texto_clean2,flag_tamanho,flag_sugestao,autor,label_regra,candidatos,tem_regra,texto_ml
75146059a35f0f64,,tem vestido verde tamanho 44?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho 44,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho 44
c68e5d264584ece1,,tem blazer verde tamanho G?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem blazer verde tamanho g,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde tamanho g
f22d03a0f26af0fc,,tem vestido preto tamanho 46?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem vestido preto tamanho 46,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto tamanho 46
1180eb3403db5fc5,,quero camisa preto 46,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto 46,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto 46
6713a9fa18d45368,,quero saia verde M,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia verde m,"['quero', 'saia', 'verde']",quero saia verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia verde m
4a7ad89eb48c2ca1,,quero saia verde P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia verde p,"['quero', 'saia', 'verde']",quero saia verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia verde p
cf33316679370e9e,,quero saia verde 36,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia verde 36,"['quero', 'saia', 'verde']",quero saia verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia verde 36
9ae63e690c5de8fc,,tem camisa verde tamanho 44?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa verde tamanho 44,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho 44
9af6066fa942eada,,tem blazer verde tamanho M?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem blazer verde tamanho m,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde tamanho m
d355173c9ad051e9,,tem blazer preto tamanho 38?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem blazer preto tamanho 38,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto tamanho 38
2b32edd317ed3fe6,,tem camisa preto tamanho 38?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem camisa preto tamanho 38,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto tamanho 38
524296a4b9769afc,,quero jaqueta preto GG,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta preto gg,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta preto gg
fed1112d35c56b14,,quero jaqueta verde 42,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde 42,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde 42
342c9900546a663b,,quero blazer preto M,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer preto m,"['quero', 'blazer', 'preto']",quero blazer preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer preto m
2dc4b2c92f32969a,,tem vestido preto tamanho G?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido preto tamanho g,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto tamanho g
886573ccb1cc4c89,,tem camisa verde tamanho M?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa verde tamanho m,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho m
7e1555a7ee4a93f1,,quero camisa preto P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto p,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto p
b4ae40412a5e906d,,tem body preto tamanho 42?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body preto tamanho 42,"['body', 'preto', 'tamanho']",body preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto tamanho 42
92143f56cdcefcbe,,quero jaqueta preto P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta preto p,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta preto p
d67ca0bc8971b797,,quero vestido preto 46,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero vestido preto 46,"['quero', 'vestido', 'preto']",quero vestido preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero vestido preto 46
5f479396a8e2e7d6,,quero jaqueta preto G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta preto g,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta preto g
2e2932519664ac4b,,tem vestido verde tamanho PP?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho pp,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho pp
6407dc4bf878ac2c,,quero jaqueta verde 46,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde 46,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde 46
04703f19b5d9e1de,,quero camisa preto 42,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto 42,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto 42
55a1c9550fbfd815,,tem saia preto tamanho 40?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia preto tamanho 40,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia preto tamanho 40
58bcfce210d7d9e1,,quero vestido preto PP,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero vestido preto pp,"['quero', 'vestido', 'preto']",quero vestido preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero vestido preto pp
a71a696e72076a7c,,tem blazer preto tamanho G?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem blazer preto tamanho g,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto tamanho g
9d3f39de31e14d5d,,tem body preto tamanho GG?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem body preto tamanho gg,"['body', 'preto', 'tamanho']",body preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto tamanho gg
4fe0db710b24fa32,,tem body preto tamanho P?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body preto tamanho p,"['body', 'preto', 'tamanho']",body preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto tamanho p
f818625538b5140d,,tem saia verde tamanho GG?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia verde tamanho gg,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde tamanho gg
36c77dec54411207,,tem saia verde tamanho 46?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia verde tamanho 46,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde tamanho 46
8ddd83ecf8d39ba9,,tem camisa verde tamanho G?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem camisa verde tamanho g,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho g
f90c61a61b6fc291,,tem vestido verde tamanho P?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho p,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho p
22680a691daa4a8e,,quero jaqueta preto 36,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta preto 36,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta preto 36
4770cf2c38289739,,tem body preto tamanho 44?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body preto tamanho 44,"['body', 'preto', 'tamanho']",body preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto tamanho 44
2ce9c98de41b09d8,,quero vestido verde PP,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero vestido verde pp,"['quero', 'vestido', 'verde']",quero vestido verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero vestido verde pp
411e9a8dcd5514b6,,quero camisa verde P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa verde p,"['quero', 'camisa', 'verde']",quero camisa verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa verde p
52a5219e6c77ea7b,,quero jaqueta verde 44,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde 44,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde 44
2c43436a79ad484e,,tem body preto tamanho PP?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body preto tamanho pp,"['body', 'preto', 'tamanho']",body preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto tamanho pp
d82dd80df5dc0383,,tem vestido verde tamanho G?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho g,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho g
101ab65cfdf081e5,,quero body preto M,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero body preto m,"['quero', 'body', 'preto']",quero body preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero body preto m
3b4897567c18cab1,,tem camisa preto tamanho 46?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa preto tamanho 46,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto tamanho 46
c38f76eed984aa0b,,tem blazer preto tamanho 36?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem blazer preto tamanho 36,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto tamanho 36
8aef8eca03fee6be,,tem saia preto tamanho 36?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia preto tamanho 36,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia preto tamanho 36
2f3e2d53e77ce3b7,,tem vestido preto tamanho 36?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido preto tamanho 36,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto tamanho 36
06587aad0b1e864b,,quero vestido verde 40,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero vestido verde 40,"['quero', 'vestido', 'verde']",quero vestido verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero vestido verde 40
36a17b90f758712b,,quero blazer verde 46,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer verde 46,"['quero', 'blazer', 'verde']",quero blazer verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer verde 46
42387cfae97af4e5,,tem vestido verde tamanho 36?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho 36,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho 36
89bad16121fcdcf3,,tem camisa verde tamanho 42?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa verde tamanho 42,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho 42
b6a47a7ecac1ed84,,quero body preto 36,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero body preto 36,"['quero', 'body', 'preto']",quero body preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero body preto 36
206c58008c6d5ef7,,quero blazer preto 42,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer preto 42,"['quero', 'blazer', 'preto']",quero blazer preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer preto 42
3bfaf2b24f8aecd6,,tem body verde tamanho GG?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body verde tamanho gg,"['body', 'verde', 'tamanho']",body verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde tamanho gg
9cb6d2c726eb62dd,,tem saia verde tamanho PP?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia verde tamanho pp,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde tamanho pp
f13e314e0c77fb39,,tem jaqueta verde tamanho P?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem jaqueta verde tamanho p,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde tamanho p
d6917266ff3af752,,quero saia verde G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia verde g,"['quero', 'saia', 'verde']",quero saia verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia verde g
0a140bee738e38b8,,tem jaqueta preto tamanho P?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem jaqueta preto tamanho p,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto tamanho p
3256996fdd6974e9,,tem camisa verde tamanho 46?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem camisa verde tamanho 46,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho 46
a486e3ec874cfe2d,,quero camisa verde 40,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa verde 40,"['quero', 'camisa', 'verde']",quero camisa verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa verde 40
fe76d268d7d18496,,quero jaqueta verde GG,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde gg,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde gg
14b653d214e74371,,quero camisa preto 40,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto 40,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto 40
f210c5ebb26f8c14,,quero camisa preto 44,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto 44,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto 44
37759667df7894f5,,tem camisa preto tamanho G?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa preto tamanho g,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto tamanho g
4db38cf3f4da6f15,,tem saia preto tamanho M?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem saia preto tamanho m,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia preto tamanho m
ce4027be350ff2ef,,tem jaqueta verde tamanho GG?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem jaqueta verde tamanho gg,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde tamanho gg
566449438061631d,,quero camisa preto PP,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto pp,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto pp
df09d43dce4bd1c0,,tem jaqueta preto tamanho PP?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem jaqueta preto tamanho pp,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto tamanho pp
ea87bb1f4541b399,,quero saia preto P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia preto p,"['quero', 'saia', 'preto']",quero saia preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia preto p
705a825f956759dc,,quero blazer verde 38,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer verde 38,"['quero', 'blazer', 'verde']",quero blazer verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer verde 38
33ce84b57e85f213,,tem vestido verde tamanho M?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido verde tamanho m,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde tamanho m
948626570d7cc641,,tem vestido preto tamanho P?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem vestido preto tamanho p,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto tamanho p
7da916c6249b2423,,quero jaqueta verde 40,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde 40,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde 40
a80e9c98446ce2d2,,quero body preto G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero body preto g,"['quero', 'body', 'preto']",quero body preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero body preto g
b45ffb6f2c1dd4cb,,quero blazer preto G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer preto g,"['quero', 'blazer', 'preto']",quero blazer preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer preto g
f9ab8a4a9979d0e6,,quero saia verde 42,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero saia verde 42,"['quero', 'saia', 'verde']",quero saia verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero saia verde 42
102151ad44781ec4,,quero camisa verde 44,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa verde 44,"['quero', 'camisa', 'verde']",quero camisa verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa verde 44
eb3ad3ecf18fe54c,,quero blazer verde 40,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer verde 40,"['quero', 'blazer', 'verde']",quero blazer verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer verde 40
222f39062002a3bf,,tem body verde tamanho 42?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem body verde tamanho 42,"['body', 'verde', 'tamanho']",body verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde tamanho 42
5969ff0d19283215,,tem camisa verde tamanho 36?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem camisa verde tamanho 36,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde tamanho 36
2c732e43f7cd46b3,,quero blazer verde G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer verde g,"['quero', 'blazer', 'verde']",quero blazer verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer verde g
ffaa45ed0ec6723a,,tem camisa preto tamanho M?,buscar_produto_por_categoria,synthetic,,False,synthetic,train,,cliente,tem camisa preto tamanho m,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto tamanho m
57c705755ac1af0d,,quero body verde G,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero body verde g,"['quero', 'body', 'verde']",quero body verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero body verde g
bb50f80b4508defc,,quero jaqueta verde 38,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde 38,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde 38
e0f642cb0eed9860,,tem blazer verde tamanho PP?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem blazer verde tamanho pp,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde tamanho pp
27d91119dae9da56,,quero camisa verde PP,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa verde pp,"['quero', 'camisa', 'verde']",quero camisa verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa verde pp
ba328351c1ad9c44,,quero jaqueta verde M,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero jaqueta verde m,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho,True,quero jaqueta verde m
99bc93f992f005fb,,tem jaqueta preto tamanho 42?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem jaqueta preto tamanho 42,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto tamanho 42
0d0a9ac0e3d38ad5,,quero blazer preto P,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero blazer preto p,"['quero', 'blazer', 'preto']",quero blazer preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero blazer preto p
f6f16e1b6d8d8047,,tem jaqueta verde tamanho 38?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem jaqueta verde tamanho 38,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde tamanho 38
6605fca45360d4ec,,quero camisa preto M,buscar_produto_por_categoria,raw,,False,original,train,,cliente,quero camisa preto m,"['quero', 'camisa', 'preto']",quero camisa preto,True,False,,duvida_tamanho,duvida_tamanho,True,quero camisa preto m
3eb069dd4e90a2ec,,tem blazer verde tamanho 40?,buscar_produto_por_categoria,raw,,False,original,train,,cliente,tem blazer verde tamanho 40,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde tamanho 40
