ts,autor,texto,origem,arquivo_origem,lado,dia,texto_clean2,flag_ruido,lang,lscore,mensagem_norm,mensagem_lemma,len_tokens
2024-08-29 11:50:00.000,danycavalcanti_1481723446558270,"oi dany, bom dia! desculpa ontem não ter te dado um retorno a marca havia informado que estaria chegando ontem mesmo",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-08-29,,False,pt,1.0,"oi dany, bom dia! desculpa ontem não ter te dado um retorno a marca havia informado que estaria chegando ontem mesmo",dany desculp ont te dad retorn marc hav inform est cheg ont mesm,13
2024-10-15 11:10:00.000,amandaoliveira_1472616584131311,https://www.curadobia.com.br/usuario/novo,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-15,,False,und,0.0,https://www.curadobia.com.br/usuario/novo,http www br usuari nov,5
2024-09-16 17:33:00.000,giselamation_1499999134727227,iremos relança-la em outubro aqui no curadobia,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-09-16,,False,pt,1.0,iremos relança-la em outubro aqui no curadobia,ir relanç outubr,3
2024-10-15 09:16:00.000,vansouza_1536417384419543,"olá van, bom dia! te enviaremos ainda hoje",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-15,,False,pt,1.0,"olá van, bom dia! te enviaremos ainda hoje",van te envi aind,4
2024-08-26 10:55:00.000,luanapiva_1500124794715909,"olá luana, bom dia! tudo bem? hoje ainda não temos sapatos dentro do curadobia. estamos olhando para adicionar essa categoria em breve",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-08-26,,False,pt,1.0,"olá luana, bom dia! tudo bem? hoje ainda não temos sapatos dentro do curadobia. estamos olhando para adicionar essa categoria em breve",luan bem aind tem sapat dentr olh adicion categor brev,10
2025-01-15 15:37:00.000,somimimi_1616993523032137,claro!,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-01-15,,False,es,1.0,claro!,,0
2025-03-11 17:54:00.000,nataliaguadagnucci_1654861482577353,bjs,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-11,,False,hr,1.0,bjs,,0
2024-12-01 10:37:00.000,iveasey_1556799635714439,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-u7xa,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-12-01,,False,und,0.0,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-u7xa,http www br oliv you produt macaca cool oliv you,10
2024-09-02 19:09:23.419,Curadobia,"Ola, boa tarde! Infelizmente não enviamos para fora do pais. Mas aceitamos cartões internacionais com entrega em todo o Brasil 😉",instagram_zip,inbox/fabi_1536650081066635/message_1.json,time,2024-09-02,,False,pt,1.0,"Ola, boa tarde! Infelizmente não enviamos para fora do pais. Mas aceitamos cartões internacionais com entrega em todo o Brasil 😉",ola infeliz envi for pal aceit cart internac entreg tod brasil,11
2025-05-07 10:47:00.000,17998336169788437,"oi, anna! acabamos de olhar no nosso estoque, temos 1 preta no tamanho 37. você deseja?😍",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-07,,False,pt,1.0,"oi, anna! acabamos de olhar no nosso estoque, temos 1 preta no tamanho 37. você deseja?😍",ann acab olh noss estoqu tem pret tamanh desej,9
2024-10-23 16:03:29.117,Curadobia,"Olá! Boa tarde! Tudo bem? Estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nas sandálias da Bia, que apareceram em um dos nossos reels! Agora eles estão disponíveis no site do Curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=Paula+ferber Obrigada por nos acompanhar! Qualquer dúvida, estamos à disposição! Equipe Curadobia 💕",instagram_zip,inbox/apazinvadiumeuser_17974145144788437/message_1.json,time,2024-10-23,,False,pt,1.0,"Olá! Boa tarde! Tudo bem? Estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nas sandálias da Bia, que apareceram em um dos nossos reels! Agora eles estão disponíveis no site do Curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=Paula+ferber Obrigada por nos acompanhar! Qualquer dúvida, estamos à disposição! Equipe Curadobia 💕",bem entr identific há temp demonstr inter sandál aparec noss reel agor dispon seg http www br produt busc search paul ferb acompanh dúv dispos,25
2024-07-19 18:33:42.291,Curadobia,Peço desculpa pela demora em lhe retornar,instagram_zip,inbox/gabrielacamposcostabarbosa_1468528951212895/message_1.json,time,2024-07-19,,False,pt,1.0,Peço desculpa pela demora em lhe retornar,peç desculp dem lhe retorn,5
2025-02-21 10:44:00.000,analepsch_1529949501731576,"ana, já entrei em contato com o pessoal da d-aura para entendermos o que aconteceu",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-02-21,,False,pt,1.0,"ana, já entrei em contato com o pessoal da d-aura para entendermos o que aconteceu",entr pessoal aur entend acontec,5
2025-04-02 10:49:00.000,lerparasermelhor_1752937509439991,"olá! tudo bem? que bom receber sua mensagem! meu nome é ana e sou do time curadobia. com relação a sua dúvida, conversei com a própria bia e ela nos informou que volumes também podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer leveza😊",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-02,,False,pt,1.0,"olá! tudo bem? que bom receber sua mensagem! meu nome é ana e sou do time curadobia. com relação a sua dúvida, conversei com a própria bia e ela nos informou que volumes também podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer leveza😊",bem receb sou tim relaç dúv convers própr inform volum pod funcion qu pouc acim desd tenh pouc pel for traz lev,22
2024-12-01 13:37:34.494,Curadobia,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-U7XA,instagram_zip,inbox/iveasey_1556799635714439/message_1.json,time,2024-12-01,,False,und,0.0,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-U7XA,http www br oliv you produt macaca cool oliv you,10
2025-01-23 01:23:44.348,Curadobia,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a NATU super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",instagram_zip,inbox/nayu_1399659314752025/message_1.json,time,2025-01-23,,False,pt,1.0,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a NATU super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",pessoal vão br marketplac nasc propósit reun só lug peç faz tod diferenç armári mesm temp são fácel us cham neutr tcharanz acredit natu sup conect propost qu pod convers fal aguard,32
2025-04-07 16:58:33.680,Curadobia,Obrigada por nos acompanhar 💕 Sigo aqui para o que você precisar,instagram_zip,inbox/karenpentecost_1630992461636325/message_1.json,time,2025-04-07,,False,pt,1.0,Obrigada por nos acompanhar 💕 Sigo aqui para o que você precisar,acompanh precis,2
2025-01-20 12:09:00.000,jorg_1662314958496865,"olá! como vão? muito prazer, meu nome é ana e trabalho aqui no curadobia. não sei se recordam, porém conversamos no primeiro semestre do ano passado (2024) sobre esse projeto da bia paes de barros. desde lá, evoluímos bastante e estamos concretizados como um marketplace em potencial crescimento. queremos compartilhar com vocês nosso site para darem uma olhada curadobia.com.br ainda temos a jörg em foco! o que acham de retomarmos contato? aguardo vocês!",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-01-20,,False,pt,1.0,"olá! como vão? muito prazer, meu nome é ana e trabalho aqui no curadobia. não sei se recordam, porém conversamos no primeiro semestre do ano passado (2024) sobre esse projeto da bia paes de barros. desde lá, evoluímos bastante e estamos concretizados como um marketplace em potencial crescimento. queremos compartilhar com vocês nosso site para darem uma olhada curadobia.com.br ainda temos a jörg em foco! o que acham de retomarmos contato? aguardo vocês!",vão muit praz sei record porém convers prim semestr ano pass projet desd evoluím bast concre marketplac potenc cresc quer compartilh noss dar olh br aind tem jörg foc ach retom aguard,32
2025-04-10 14:36:41.165,Curadobia,"Oi, Anne! Bom dia, tudo bem? Aqui é a Ana do time Curadobia. A bia nos informou que você se interessou pela nossa BOLSA MOLONA, mas que infelizmente ela está indisponível no site",instagram_zip,inbox/annebotelho_1614893239903031/message_1.json,time,2025-04-10,,False,pt,1.0,"Oi, Anne! Bom dia, tudo bem? Aqui é a Ana do time Curadobia. A bia nos informou que você se interessou pela nossa BOLSA MOLONA, mas que infelizmente ela está indisponível no site",ann bem tim inform interess noss bols mol infeliz indispon,10
2024-10-18 15:59:00.000,ineiacunha_17973502382788437,oi ineia! tudo bem? segue o valor do casaco que você se interessou,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-18,,False,pt,1.0,oi ineia! tudo bem? segue o valor do casaco que você se interessou,ine bem seg val casac interess,6
2024-09-03 08:15:00.000,crisrocchi_1346176916769294,"estamos estudando trazer essa categoria para o curadobia, porém nada de imediato ainda, mas muito legal saber do interesse! assim que tivermos iremos te manter avisada",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-09-03,,False,pt,1.0,"estamos estudando trazer essa categoria para o curadobia, porém nada de imediato ainda, mas muito legal saber do interesse! assim que tivermos iremos te manter avisada",estud traz categor porém nad imediat aind muit legal sab inter assim tiv ir te mant avis,17
2025-02-25 20:36:00.000,drathaismussimedicaendocrinologista_1470748100975689,que maximo! marca a gente nos seus looks. muito feliz que esta curtindo a seleção de peças. logo mais teremos muitas novidades bacanas. 🤍,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-02-25,,False,pt,1.0,que maximo! marca a gente nos seus looks. muito feliz que esta curtindo a seleção de peças. logo mais teremos muitas novidades bacanas. 🤍,max marc gent seu look muit feliz curt seleç peç ter muit novidad bacan,14
2025-04-10 14:37:38.556,Curadobia,"Mas venho com boas notícias, a partir de quarta-feira teremos reposição dela! 🥳 Se você ainda tiver interesse, me avisa, pois ai assim que chegarem eu venho exclusivamente te avisaar!",instagram_zip,inbox/annebotelho_1614893239903031/message_1.json,time,2025-04-10,,False,pt,1.0,"Mas venho com boas notícias, a partir de quarta-feira teremos reposição dela! 🥳 Se você ainda tiver interesse, me avisa, pois ai assim que chegarem eu venho exclusivamente te avisaar!",venh boa notíc part quart feir ter repos aind tiv inter avis poi ai assim cheg venh exclusiv te avisa,20
2024-11-22 08:14:00.000,isabellaianelli_1550110789721968,oi isabella! tudo bem? bom dia! que bom receber uma mensagem sua! o curadobia está se preparando para muitas novidades no ano que vem e com certeza estará no radar novos modelos de sapatos. espero que goste 💕 qualquer coisa pode sempre entrar em contato conosco.,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-11-22,,False,pt,1.0,oi isabella! tudo bem? bom dia! que bom receber uma mensagem sua! o curadobia está se preparando para muitas novidades no ano que vem e com certeza estará no radar novos modelos de sapatos. espero que goste 💕 qualquer coisa pode sempre entrar em contato conosco.,isabell bem receb prepar muit novidad ano vem cert est rad nov model sapat esper gost cois pod sempr entr conosc,21
2025-04-01 18:12:10.880,Curadobia,"Ola Livia, td e vc? Ficamos felizes que gostou dessa jaqueta. Acredito que tenha sido um erro da lojinha do instagram. O valor correto R$ 755",instagram_zip,inbox/liviafogaca_1578166493585832/message_1.json,time,2025-04-01,,False,pt,1.0,"Ola Livia, td e vc? Ficamos felizes que gostou dessa jaqueta. Acredito que tenha sido um erro da lojinha do instagram. O valor correto R$ 755",ola liv td fic feliz gost dess jaquet acredit tenh sid err loj val corret,15
2025-04-25 13:26:06.267,Curadobia,Não perca essa oportunidade!! Qualquer coisa sigo aqui para o que você precisar 😊,instagram_zip,inbox/adrianacarlaramosmartino_1642176510517548/message_1.json,time,2025-04-25,,False,pt,1.0,Não perca essa oportunidade!! Qualquer coisa sigo aqui para o que você precisar 😊,perc oportun cois precis,4
2025-03-10 18:38:00.000,laiscardosoperetto_1642377720491593,"oi lais, boa noite! o site esta funcionando normalmente. esperamos que consiga finalizar seu pedido agora.",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-10,,False,pt,1.0,"oi lais, boa noite! o site esta funcionando normalmente. esperamos que consiga finalizar seu pedido agora.",lal funcion norm esper consig final seu ped agor,9
2025-01-23 01:17:10.507,Curadobia,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a GIOMEI super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",instagram_zip,inbox/giomei_17986101584788437/message_1.json,time,2025-01-23,,False,pt,1.0,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a GIOMEI super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",pessoal vão br marketplac nasc propósit reun só lug peç faz tod diferenç armári mesm temp são fácel us cham neutr tcharanz acredit giom sup conect propost qu pod convers fal aguard,32
2024-07-29 19:31:05.939,Curadobia,"Stella, depois peço apenas que compartilhe seu número de telefone que aí fica mais fácil nossa comunicação",instagram_zip,inbox/stellabastos_1459454448789012/message_1.json,time,2024-07-29,,False,pt,1.0,"Stella, depois peço apenas que compartilhe seu número de telefone que aí fica mais fácil nossa comunicação",stell depois peç apen compartilh seu númer telefon aí fic fácil noss comunic,13
2024-09-29 18:33:00.000,glaussikoutroularis_1473048937420859,aqui o link com todos os acessórios,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-09-29,,False,pt,1.0,aqui o link com todos os acessórios,tod acessóri,2
2025-01-09 19:20:54.386,Fabiana Silva,"Obrigada pelo retorno! Vou acompanhar, então. Beijo beijo 💋 💋",instagram_zip,inbox/fabianasilva_1580074453387368/message_1.json,time,2025-01-09,,False,pt,1.0,"Obrigada pelo retorno! Vou acompanhar, então. Beijo beijo 💋 💋",retorn acompanh beij beij,4
2025-02-11 11:34:00.000,akarinnesantos_1445923513458484,quando ela estiver disponível nós vamos te avisar!,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-02-11,,False,es,1.0,quando ela estiver disponível nós vamos te avisar!,,0
2025-01-27 11:52:00.000,talitasanches_1471269797594181,"oi talita! muito bom receber sua mensagem. agradecemos demais o contato e que bacana vocês terem pensado na gente, porém nesse momento nós não estamos trabalhando com produção. de qualquer forma salvamos o teu contato para futuras oportunidades! atenciosamente, equipe curadobia💕",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-01-27,,False,pt,1.0,"oi talita! muito bom receber sua mensagem. agradecemos demais o contato e que bacana vocês terem pensado na gente, porém nesse momento nós não estamos trabalhando com produção. de qualquer forma salvamos o teu contato para futuras oportunidades! atenciosamente, equipe curadobia💕",talit muit receb agradec demal bacan ter pens gent porém ness moment trabalh produç form salv teu futur oportun atencios,20
2024-09-30 18:33:22.091,Curadobia,"Obrigada por nos mandar e informar sobre essa situação! Já passamos para o nosso setor técnico analisar essa situação. Caso deseje, podemos tirar dúvidas e disponibilizar mais informações por aqui! Só nos solicitar 💕 Estamos à disposição para qualquer coisa!",instagram_zip,inbox/lembrancinhaspersonalizadas_1447248269999188/message_1.json,time,2024-09-30,,False,pt,1.0,"Obrigada por nos mandar e informar sobre essa situação! Já passamos para o nosso setor técnico analisar essa situação. Caso deseje, podemos tirar dúvidas e disponibilizar mais informações por aqui! Só nos solicitar 💕 Estamos à disposição para qualquer coisa!",mand inform situ pass noss set técn analis situ cas desej pod dúv disponibil inform só solic dispos cois,19
2025-01-14 17:41:18.062,Curadobia,"Obrigada pelo feedback, Maria!",instagram_zip,inbox/mariaisabelrodrigueshetschko_1537569067635271/message_1.json,time,2025-01-14,,False,pt,1.0,"Obrigada pelo feedback, Maria!",feedback mar,2
2025-05-07 11:16:00.000,17998336169788437,"qualquer coisa, sigo aqui! me chamo ana também🥰",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-07,,False,pt,1.0,"qualquer coisa, sigo aqui! me chamo ana também🥰",cois ch,2
2025-04-11 11:01:00.000,lucianunes_1675711197160251,"oi lucia! bom dia, tudo bem? aqui é a ana do time curadobia. você conseguiu dar uma olhada em tudo que te mandamos? se tiver alguma dúvida sigo aqui",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-11,,False,pt,1.0,"oi lucia! bom dia, tudo bem? aqui é a ana do time curadobia. você conseguiu dar uma olhada em tudo que te mandamos? se tiver alguma dúvida sigo aqui",luc bem tim consegu dar olh te mand tiv algum dúv,11
2025-05-19 11:24:00.000,ecruembalagens_17998971182788437,"olá, bom dia! tudo bem? vocês tem um pdf com o portifolio de produtos que trabalham",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-19,,False,pt,1.0,"olá, bom dia! tudo bem? vocês tem um pdf com o portifolio de produtos que trabalham",bem pdf portifoli produt trabalh,5
2024-10-22 20:34:00.000,andreamoraes_1490279695706989,acho melhor sim. esta um pouco certa demais,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-22,,False,pt,1.0,acho melhor sim. esta um pouco certa demais,ach melhor pouc cert demal,5
2025-04-10 19:39:19.095,Curadobia,https://www.curadobia.com.br/d-aura/produto/calca-FACINHA,instagram_zip,inbox/lucianunes_1675711197160251/message_1.json,time,2025-04-10,,False,und,0.0,https://www.curadobia.com.br/d-aura/produto/calca-FACINHA,http www br aur produt calc fac,7
2024-09-04 20:56:45.430,Curadobia,Não reconheceu no whats esse número,instagram_zip,inbox/julianacardoso_1540901883968951/message_1.json,time,2024-09-04,,False,pt,1.0,Não reconheceu no whats esse número,reconhec what númer,3
2025-01-22 14:27:13.040,Curadobia,Olá! Bom dia. Como vão? Aguardamos a resposta de vocês por lá então. Obrigada.,instagram_zip,inbox/wendyelborin_1537073684348923/message_1.json,time,2025-01-22,,False,pt,1.0,Olá! Bom dia. Como vão? Aguardamos a resposta de vocês por lá então. Obrigada.,vão aguard respost,3
2025-04-07 17:07:00.658,Curadobia,Oi! Boa tarde! Ana aqui. Você conseguiu dar uma olhada na calça? Qualquer coisa sigo aqui para o que você precisar viu? (edited),instagram_zip,inbox/bahia_1665583491503875/message_1.json,time,2025-04-07,,False,pt,1.0,Oi! Boa tarde! Ana aqui. Você conseguiu dar uma olhada na calça? Qualquer coisa sigo aqui para o que você precisar viu? (edited),consegu dar olh calç cois precis viu edited,8
2025-03-14 14:16:00.000,patriciadiasfernandes_1574554687269048,"qualquer coisa, meu nome é ana e sigo aqui para o que você precisar!💕",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-14,,False,pt,1.0,"qualquer coisa, meu nome é ana e sigo aqui para o que você precisar!💕",cois precis,2
2025-03-26 13:48:50.752,Curadobia,"Os bodys da Revival são excelentes peças neutras e básicas para ter no armário e possuem uma ampla grade de tamanhos: https://www.curadobia.com.br/categorias/revival-brasil Além disso, temos nossos acessórios: https://www.curadobia.com.br/categorias/acessorio Bolsas: https://www.curadobia.com.br/categorias/bolsas E sapatos: https://www.curadobia.com.br/categorias/sapatos",instagram_zip,inbox/juliennebini_1644010466992670/message_1.json,time,2025-03-26,,False,pt,1.0,"Os bodys da Revival são excelentes peças neutras e básicas para ter no armário e possuem uma ampla grade de tamanhos: https://www.curadobia.com.br/categorias/revival-brasil Além disso, temos nossos acessórios: https://www.curadobia.com.br/categorias/acessorio Bolsas: https://www.curadobia.com.br/categorias/bolsas E sapatos: https://www.curadobia.com.br/categorias/sapatos",body reviv são excel peç neutr básic armári possu ampl grad tamanh http www br categor reviv brasil além diss tem noss acessóri http www br categor acessori bols http www br categor bols sapat http www br categor sapat,40
2024-11-25 14:03:44.156,Curadobia,Vou te encaminhar o link: https://www.curadobia.com.br/yes-i-am-jeans/produto/a-pantalona-jeans,instagram_zip,inbox/marciaa_1475467990509494/message_1.json,time,2024-11-25,,False,pt,1.0,Vou te encaminhar o link: https://www.curadobia.com.br/yes-i-am-jeans/produto/a-pantalona-jeans,te encaminh http www br ye am je produt pant je,11
2025-04-16 10:15:00.000,mariaangeladoamaralgurgelvianna_1718960822836073,"oi maria ângela! bom dia, como você está?",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-16,,False,pt,1.0,"oi maria ângela! bom dia, como você está?",mar ângel,2
2025-03-26 13:49:48.024,Curadobia,"Com certeza você irá encontrar peças ideais para o seu objetivo nesses links que te mandei, Julienne! Qualquer coisa eu sigo aqui para o que você precisar!💕",instagram_zip,inbox/juliennebini_1644010466992670/message_1.json,time,2025-03-26,,False,pt,1.0,"Com certeza você irá encontrar peças ideais para o seu objetivo nesses links que te mandei, Julienne! Qualquer coisa eu sigo aqui para o que você precisar!💕",cert irá encontr peç ideal seu obje ness link te mand julienn cois precis,14
2025-05-10 14:25:44.374,Curadobia,Qualquer coisa seguimos a disposição por aqui ok?,instagram_zip,inbox/priscillaburity_1551156166270890/message_1.json,time,2025-05-10,,False,pt,1.0,Qualquer coisa seguimos a disposição por aqui ok?,cois segu dispos ok,4
2025-01-31 13:55:00.000,ldnim_1477560640297203,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a l*dnim super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-01-31,,False,pt,1.0,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a l*dnim super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",pessoal vão br marketplac nasc propósit reun só lug peç faz tod diferenç armári mesm temp são fácel us cham neutr tcharanz acredit dnim sup conect propost qu pod convers fal aguard,32
2024-07-23 20:58:40.831,Curadobia,Até segunda!,instagram_zip,inbox/stellabastos_1459454448789012/message_1.json,time,2024-07-23,,False,pt,1.0,Até segunda!,segund,1
