texto,intent,source,style_tag,slots_json,quality_flags
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,formal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,emoji,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,emoji,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,emoji,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
faz em 3x sem juros?,formas_pagamento,synthetic_tpl,informal,,
valor do frete pro 06030-050?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 05010-020?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 01255-022?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 06030-050?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 05010-020?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04567-010?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 05010-020?,frete_prazo,synthetic_tpl,formal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,formal,,
valor do frete pro 04567-010?,frete_prazo,synthetic_tpl,formal,,
valor do frete pro 05010-020?,frete_prazo,synthetic_tpl,formal,,
valor do frete pro 01455-022?,frete_prazo,synthetic_tpl,formal,,
valor do frete pro 01255-022?,frete_prazo,synthetic_tpl,emoji,,
valor do frete pro 01455-022?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 01455-022?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 05010-020?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
valor do frete pro 04012-000?,frete_prazo,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,formal,,
tem link? como compro?,onde_comprar,synthetic_tpl,emoji,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
tem link? como compro?,onde_comprar,synthetic_tpl,informal,,
