texto,intent,source,style_tag,slots_json,quality_flags
tem body preto tamanho 46?,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho M?,buscar_produto_por_categoria,original,orig,,
quero jaqueta preto GG,buscar_produto_por_categoria,original,orig,,
quero vestido verde 42,buscar_produto_por_categoria,original,orig,,
tem jaqueta verde tamanho GG?,buscar_produto_por_categoria,original,orig,,
quero blazer verde 40,buscar_produto_por_categoria,original,orig,,
tem body verde tamanho 44?,buscar_produto_por_categoria,original,orig,,
tem body verde tamanho 42?,buscar_produto_por_categoria,original,orig,,
tem body verde tamanho PP?,buscar_produto_por_categoria,original,orig,,
quero camisa preto 40,buscar_produto_por_categoria,original,orig,,
quero camisa preto 44,buscar_produto_por_categoria,original,orig,,
quero vestido preto PP,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho 44?,buscar_produto_por_categoria,original,orig,,
tem body preto tamanho 40?,buscar_produto_por_categoria,original,orig,,
quero blazer verde 42,buscar_produto_por_categoria,original,orig,,
quero jaqueta preto P,buscar_produto_por_categoria,original,orig,,
tem vestido preto tamanho 46?,buscar_produto_por_categoria,original,orig,,
quero camisa preto 46,buscar_produto_por_categoria,original,orig,,
quero camisa preto 42,buscar_produto_por_categoria,original,orig,,
tem blazer preto tamanho 44?,buscar_produto_por_categoria,original,orig,,
quero vestido verde 44,buscar_produto_por_categoria,original,orig,,
tem blazer preto tamanho PP?,buscar_produto_por_categoria,original,orig,,
quero saia preto M,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho 36?,buscar_produto_por_categoria,original,orig,,
quero camisa verde 46,buscar_produto_por_categoria,original,orig,,
quero blazer verde 46,buscar_produto_por_categoria,original,orig,,
tem body preto tamanho 44?,buscar_produto_por_categoria,original,orig,,
quero body preto 36,buscar_produto_por_categoria,original,orig,,
tem camisa preto tamanho 46?,buscar_produto_por_categoria,original,orig,,
tem body preto tamanho 42?,buscar_produto_por_categoria,original,orig,,
tem jaqueta preto tamanho 40?,buscar_produto_por_categoria,original,orig,,
quero jaqueta verde P,buscar_produto_por_categoria,original,orig,,
tem saia preto tamanho G?,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho PP?,buscar_produto_por_categoria,original,orig,,
tem body preto tamanho PP?,buscar_produto_por_categoria,original,orig,,
quero blazer verde GG,buscar_produto_por_categoria,original,orig,,
quero body verde 40,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho P?,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho 38?,buscar_produto_por_categoria,original,orig,,
tem jaqueta verde tamanho 38?,buscar_produto_por_categoria,original,orig,,
quero camisa preto PP,buscar_produto_por_categoria,original,orig,,
quero blazer preto 46,buscar_produto_por_categoria,original,orig,,
tem camisa verde tamanho G?,buscar_produto_por_categoria,original,orig,,
quero jaqueta preto G,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho 40?,buscar_produto_por_categoria,original,orig,,
tem jaqueta verde tamanho P?,buscar_produto_por_categoria,original,orig,,
quero camisa verde PP,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho GG?,buscar_produto_por_categoria,original,orig,,
quero saia verde G,buscar_produto_por_categoria,original,orig,,
quero saia preto P,buscar_produto_por_categoria,original,orig,,
quero vestido preto G,buscar_produto_por_categoria,original,orig,,
quero body verde 44,buscar_produto_por_categoria,original,orig,,
quero jaqueta verde M,buscar_produto_por_categoria,original,orig,,
quero camisa verde 44,buscar_produto_por_categoria,original,orig,,
tem camisa preto tamanho PP?,buscar_produto_por_categoria,original,orig,,
quero saia verde P,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho 44?,buscar_produto_por_categoria,original,orig,,
tem camisa verde tamanho 42?,buscar_produto_por_categoria,original,orig,,
tem saia preto tamanho M?,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho 38?,buscar_produto_por_categoria,original,orig,,
tem blazer preto tamanho 38?,buscar_produto_por_categoria,original,orig,,
tem jaqueta preto tamanho 44?,buscar_produto_por_categoria,original,orig,,
quero body verde 38,buscar_produto_por_categoria,original,orig,,
quero vestido verde 38,buscar_produto_por_categoria,original,orig,,
tem vestido preto tamanho G?,buscar_produto_por_categoria,original,orig,,
tem camisa verde tamanho 46?,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho 36?,buscar_produto_por_categoria,original,orig,,
quero jaqueta verde 38,buscar_produto_por_categoria,original,orig,,
quero vestido verde 40,buscar_produto_por_categoria,original,orig,,
tem saia verde tamanho 42?,buscar_produto_por_categoria,original,orig,,
quero jaqueta verde 40,buscar_produto_por_categoria,original,orig,,
tem saia preto tamanho 40?,buscar_produto_por_categoria,original,orig,,
quero vestido verde 46,buscar_produto_por_categoria,original,orig,,
quero jaqueta preto 36,buscar_produto_por_categoria,original,orig,,
tem camisa verde tamanho GG?,buscar_produto_por_categoria,original,orig,,
tem camisa preto tamanho M?,buscar_produto_por_categoria,original,orig,,
tem vestido verde tamanho G?,buscar_produto_por_categoria,original,orig,,
tem body preto tamanho P?,buscar_produto_por_categoria,original,orig,,
quero camisa preto 38,buscar_produto_por_categoria,original,orig,,
quero body verde GG,buscar_produto_por_categoria,original,orig,,
tem camisa preto tamanho 44?,buscar_produto_por_categoria,original,orig,,
quero vestido preto 36,buscar_produto_por_categoria,original,orig,,
tem camisa preto tamanho G?,buscar_produto_por_categoria,original,orig,,
quero camisa verde 40,buscar_produto_por_categoria,original,orig,,
quero blazer preto G,buscar_produto_por_categoria,original,orig,,
tem camisa verde tamanho 44?,buscar_produto_por_categoria,original,orig,,
tem jaqueta preto tamanho 42?,buscar_produto_por_categoria,original,orig,,
quero jaqueta verde G,buscar_produto_por_categoria,original,orig,,
quero vestido preto P,buscar_produto_por_categoria,original,orig,,
tem vestido preto tamanho 36?,buscar_produto_por_categoria,original,orig,,
tem cupom de desconto primeira compra,buscar_produto_por_nome,original,orig,,
vocaas tem loja fasica,buscar_produto_por_nome,original,orig,,
mantem,buscar_produto_por_nome,original,orig,,
bia td bom na o estou conseguindo finalizar a compra da aregata podrinhaa coloquei os dados do carta o e no campo cvv eu ponho os naomeros mas o sistema ignora que eu coloquei tentei va rias vezes acho que esta com problemaa,buscar_produto_por_nome,original,orig,,
ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome,original,orig,,
temos o video nos nossos stories de hoje com a bia usando ela de uma olhada,buscar_produto_por_nome,original,orig,,
tem,buscar_produto_por_nome,original,orig,,
na o tem um link de comunicaa a o no whatsapp,buscar_produto_por_nome,original,orig,,
pergunta a regata pregas jersey tem desconto a vista resposta preco estoque e pagamento,buscar_produto_por_nome,original,orig,,
essa gladiadora qual o naomero tem <num>,buscar_produto_por_nome,original,orig,,
procuro,buscar_produto_por_nome,original,orig,,
nao tem mais numeracao <num>,buscar_produto_por_nome,original,orig,,
nao temos cupom de desconto no momento,buscar_produto_por_nome,original,orig,,
voces tem loja fisica,buscar_produto_por_nome,original,orig,,
vcs tem desconto para primeira compra,buscar_produto_por_nome,original,orig,,
com relaa a o a cala a na <num> s temos essas duas opa aues que penso que vc pode gostar,buscar_produto_por_nome,original,orig,,
mas pode ficar tranquila que assim que lancarmos a terceira peca que voce gostou vou te mandar por aqui tudo bem nao deixe de garantir suas pecas da lounge a tempo,buscar_produto_por_nome,original,orig,,
nao gosto de nada apertado mas essa blusa tem um shane mais ajustado dai fiquei na duvida,buscar_produto_por_nome,original,orig,,
so entrar no site ou aqui no nosso perfil que tem a selecao completa,buscar_produto_por_nome,original,orig,,
tem sim a cala a,buscar_produto_por_nome,original,orig,,
na o tem mais numeraa a o <num>,buscar_produto_por_nome,original,orig,,
pergunta a bolsa anda sozinha tem desconto a vista resposta preco estoque e pagamento,buscar_produto_por_nome,original,orig,,
no e mail da nota fiscal nao tem nada,buscar_produto_por_nome,original,orig,,
no e mail da nota fiscal na o tem nada,buscar_produto_por_nome,original,orig,,
e tem ela preta,buscar_produto_por_nome,original,orig,,
visto g qual tamanho seria quais cores tem tem a cala a tb,buscar_produto_por_nome,original,orig,,
essa gladiadora qual o numero tem <num>,buscar_produto_por_nome,original,orig,,
mas pode ficar tranquila que assim que lana armos a terceira pea a que vocaa gostou vou te mandar por aqui tudo bem na o deixe de garantir suas pea as da lounge a tempod,buscar_produto_por_nome,original,orig,,
ahhh bom entendi errado entao achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome,original,orig,,
na o temos cupom de desconto no momento,buscar_produto_por_nome,original,orig,,
era pra ter chegado ontem,buscar_produto_por_nome,original,orig,,
to de olho faz tempooo,buscar_produto_por_nome,original,orig,,
bia td bom nao estou conseguindo finalizar a compra da regata podrinha coloquei os dados do cartao e no campo cvv eu ponho os numeros mas o sistema ignora que eu coloquei tentei varias vezes acho que esta com problema,buscar_produto_por_nome,original,orig,,
na o gosto de nada apertado mas essa blusa tem um shane mais ajustado daa fiquei na daovida,buscar_produto_por_nome,original,orig,,
temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d,buscar_produto_por_nome,original,orig,,
temos ela ainda no tamanho <num> e <num>,buscar_produto_por_nome,original,orig,,
nao tem um link de comunicacao no whatsapp,buscar_produto_por_nome,original,orig,,
ta de olho faz tempooo,buscar_produto_por_nome,original,orig,,
sa <num> entrar no site ou aqui no nosso perfil que tem a selea a o completa,buscar_produto_por_nome,original,orig,,
categoria,despedida,original,orig,,
atemporal,despedida,original,orig,,
obrigada pela presena a livia,despedida,original,orig,,
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja nao tinha mais,despedida,original,orig,,
ok obrigada d,despedida,original,orig,,
ok muito obrigada,despedida,original,orig,,
gabriela entendo sua frustraa a o e a c completamente justificada de fato a marca informou ter tido um pequeno problema de produa a o que na o devera mais ocorrer e por isso acabou enviando atrasado seu pedido sobre o meio de contato estamos providenciando um naomero para atendimento whatsapp por hora estamos apenas com o e mail mas muito em breve ja deixaremos essa opa a o mais fa cil para solua a o de qualquer problema,despedida,original,orig,,
ate segunda,despedida,original,orig,,
evelyn obrigada pelo interesse para parcerias com o curadobia pea o que envie apresentaa aues para o nosso email contato curadobia <user> com e seguimos com as tratativas por la que fica mais fa cil d e para interesses de parcerias diretamente com a bia a c preciso entrar em contato diretamente com ela pelo email biapaesdebarros <user> com,despedida,original,orig,,
segue o link dele qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d,despedida,original,orig,,
obrigada pelo retorno vou acompanhar entao beijo beijo,despedida,original,orig,,
obrigada por nos acompanhar sigo aqui para o que voce precisar,despedida,original,orig,,
obrigada pelo interesse d aguardamos vocaas,despedida,original,orig,,
atimo me avise por favor um abraa o e obrigada,despedida,original,orig,,
obrigada a i,despedida,original,orig,,
mto obrigada,despedida,original,orig,,
deu certo sim obrigada,despedida,original,orig,,
prateleira,despedida,original,orig,,
com certeza sera um sucesso obrigada ana d,despedida,original,orig,,
gabriela entendo sua frustracao e e completamente justificada de fato a marca informou ter tido um pequeno problema de producao que nao devera mais ocorrer e por isso acabou enviando atrasado seu pedido sobre o meio de contato estamos providenciando um numero para atendimento whatsapp por hora estamos apenas com o e mail mas muito em breve ja deixaremos essa opcao mais facil para solucao de qualquer problema,despedida,original,orig,,
ahhh entendia muito obrigada d,despedida,original,orig,,
obrigada ate la,despedida,original,orig,,
estamos estudando trazer essa categoria para o curadobia pora c m nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada,despedida,original,orig,,
muito obrigada,despedida,original,orig,,
com certeza sera um sucesso obrigada ana,despedida,original,orig,,
enviado obrigada ate segunda,despedida,original,orig,,
estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia o link clicavel segue na proxima mensagem obrigada por nos acompanhar katia qualquer duvida estamos a disposicao equipe curadobia,despedida,original,orig,,
ahhh entendi muito obrigada,despedida,original,orig,,
muito obrigada tenham um bom fim de semana,despedida,original,orig,,
muito obrigada pela atencao,despedida,original,orig,,
ok entendi obrigada pelo retorno um abraa o,despedida,original,orig,,
qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d,despedida,original,orig,,
segue o link dele qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,despedida,original,orig,,
mto obrigada msm,despedida,original,orig,,
obrigada,despedida,original,orig,,
queria ver sua sapateira pq tudo e lindissimo mas seus sapatos sao escolhidos a dedo tudo a ver com vc sempre esse e da laia ne,despedida,original,orig,,
obrigada pelo retorno,despedida,original,orig,,
adorei obrigada vcs,despedida,original,orig,,
estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees <num> <num>,despedida,original,orig,,
muito obrigada pela atena a o,despedida,original,orig,,
obrigada pela presenca silvia,despedida,original,orig,,
legal obrigada,despedida,original,orig,,
perfeito ana obrigada pelo retorno d,despedida,original,orig,,
pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao,despedida,original,orig,,
otimo me avise por favor um abraco e obrigada,despedida,original,orig,,
enfim por muito pouco na o me atende,despedida,original,orig,,
obrigada pela presena a ju amamos te receber e te atender d d,despedida,original,orig,,
muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim,despedida,original,orig,,
obrigada pela presena a a i a i,despedida,original,orig,,
obrigada ata c la,despedida,original,orig,,
obrigada beijinhos,despedida,original,orig,,
estamos estudando trazer essa categoria para o curadobia porem nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada,despedida,original,orig,,
perfeito ja passei pro pessoal realizar a correa a o obrigada pelo feedback,despedida,original,orig,,
bia esse seu curadobia esta um arraso muito tentador paraba c ns pelo projeto uma daovida qual a sua altura estou interessadassima nessa cala a mas sou baixa <num> cm e geralmente tenho que fazer a barras das cala as o que na o a c muito fa cil com essaa d obrigada,despedida,original,orig,,
bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descria a o vadeos etc,despedida,original,orig,,
qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,despedida,original,orig,,
com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes,despedida,original,orig,,
obrigada ana,despedida,original,orig,,
obrigada pela presenca,despedida,original,orig,,
obrigada pela presenca renata vai arrasar demais com o conjuntinho mascavo nosso intimo terracota,despedida,original,orig,,
certo obrigada o prazo de entrega sao <num> dias mesmo,despedida,original,orig,,
pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o,despedida,original,orig,,
muito obrigada pelo retorno,despedida,original,orig,,
estou tentando contato para devolua a o de mercadoria e ningua c m me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees <num> <num>,despedida,original,orig,,
obrigada pela presenca heartshearts,despedida,original,orig,,
sim a carol entrou em contato comigo uma fofa super atenciosa,despedida,original,orig,,
obrigada pela presena a silviad,despedida,original,orig,,
bia esse seu curadobia esta um arraso muito tentador parabens pelo projeto uma duvida qual a sua altura estou interessadissima nessa calca mas sou baixa <num> cm e geralmente tenho que fazer a barras das calcas o que nao e muito facil com essa obrigada,despedida,original,orig,,
bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descricao videos etc,despedida,original,orig,,
muito obrigada legal que sou do mesmo tamanho que ela,despedida,original,orig,,
obrigada pela presena a stella,despedida,original,orig,,
obrigada pela presenca livia,despedida,original,orig,,
evelyn obrigada pelo interesse para parcerias com o curadobia peco que envie apresentacoes para o nosso email contato curadobia <user> com e seguimos com as tratativas por la que fica mais facil e para interesses de parcerias diretamente com a bia e preciso entrar em contato diretamente com ela pelo email biapaesdebarros <user> com,despedida,original,orig,,
muito obrigada pelos esclarecimentos,despedida,original,orig,,
obrigada pelo interesse aguardamos voces,despedida,original,orig,,
tranquilo obrigada,despedida,original,orig,,
eu estou vendo mesmo que esta demorando mas super obrigada bom final de semana brenda,despedida,original,orig,,
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d,despedida,original,orig,,
precisei sair correndo por um problema com minha filha que ja esta bem mas nem consegui me despedir obrigada queridas pelo convite,despedida,original,orig,,
ta otimo obrigada,despedida,original,orig,,
legal mto obrigada d,despedida,original,orig,,
obrigada eu aviso sim gostei bastante vou levar para a cliente,despedida,original,orig,,
obrigada pela presena a,despedida,original,orig,,
obrigada pelo prestigio,despedida,original,orig,,
ta a <num> timo obrigada,despedida,original,orig,,
queria ver sua sapateira pq tudo a c lindassimo mas seus sapatos sa o escolhidos a dedo tudo a ver com vc semprea esse a c da laia na c,despedida,original,orig,,
muito obrigada elas entraram em contato comigo realmente a sandalia e linda mas infelizmente fico um pouco fora pra mim,despedida,original,orig,,
obrigada por ser nossa cliente,despedida,original,orig,,
legal mto obrigada,despedida,original,orig,,
estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sanda lias da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd o link clica vel segue na pra <num> xima mensagem obrigada por nos acompanhar katia qualquer daovida estamos a disposia a o equipe curadobia d,despedida,original,orig,,
obrigada enviarei,despedida,original,orig,,
todas as pecas da mybasic e da lounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um <num> <url>,despedida,original,orig,,
obrigada no aguardo que seja disponibilizado o envio,despedida,original,orig,,
obrigada pela presenca stella,despedida,original,orig,,
obrigada pelo retorno vou acompanhar enta o beijo beijo d d,despedida,original,orig,,
certo obrigada o prazo de entrega sa o <num> dias mesmo,despedida,original,orig,,
enviado obrigada ata c segunda,despedida,original,orig,,
ok entendi obrigada pelo retorno um abraco,despedida,original,orig,,
mto obrigada pelo retorno,despedida,original,orig,,
nos seguimos acompanhando todo o processo ate sua finalizacao,despedida,original,orig,,
sim obrigada,despedida,original,orig,,
obrigada pela presenca ju amamos te receber e te atender,despedida,original,orig,,
vou amanha obrigada,despedida,original,orig,,
perfeito ja passei pro pessoal realizar a correcao obrigada pelo feedback,despedida,original,orig,,
ok obrigada,despedida,original,orig,,
obrigada por nos acompanhar d sigo aqui para o que vocaa precisar,despedida,original,orig,,
obrigada pelo prestagio d d,despedida,original,orig,,
enfim por muito pouco nao me atende,despedida,original,orig,,
obrigada pelo convite adorei a minha sandalia nova hearts,despedida,original,orig,,
obrigada pelo convite adorei a minha sandalia nova a i,despedida,original,orig,,
seguem as medidas p cos <num> cm e veste quadril ate <num> cm m cos <num> cm e veste um quadril ate <num> cm g cos <num> cm e veste um quadril ate <num> cm,despedida,original,orig,,
eu amei a que tem a ponta duvida tem que ter tornozelo fino obrigada,despedida,original,orig,,
perfeito ana obrigada pelo retorno,despedida,original,orig,,
ate agora nada,despedida,original,orig,,
bem e vc ana muito obrigada,despedida,original,orig,,
ok muito obrigada d,despedida,original,orig,,
obrigada pelo feedback maria,despedida,original,orig,,
obrigada pela presena a renata vai arrasar demais com o conjuntinho mascavo nosso antimo terracota d deg,despedida,original,orig,,
tem saia verde no GG?,disponibilidade,original,orig,,
tem jaqueta verde no 46?,disponibilidade,original,orig,,
tem saia preto no M?,disponibilidade,original,orig,,
tem saia preto no 42?,disponibilidade,original,orig,,
tem body preto no 46?,disponibilidade,original,orig,,
tem vestido preto no GG?,disponibilidade,original,orig,,
tem camisa preto no PP?,disponibilidade,original,orig,,
tem saia preto no 46?,disponibilidade,original,orig,,
tem blazer verde no 40?,disponibilidade,original,orig,,
tem body verde no 38?,disponibilidade,original,orig,,
tem jaqueta preto no G?,disponibilidade,original,orig,,
tem body verde no P?,disponibilidade,original,orig,,
tem body preto no P?,disponibilidade,original,orig,,
tem jaqueta preto no GG?,disponibilidade,original,orig,,
tem camisa preto no 38?,disponibilidade,original,orig,,
tem vestido preto no G?,disponibilidade,original,orig,,
tem jaqueta preto no 44?,disponibilidade,original,orig,,
tem body preto no GG?,disponibilidade,original,orig,,
tem vestido preto no PP?,disponibilidade,original,orig,,
tem blazer verde no 36?,disponibilidade,original,orig,,
tem jaqueta verde no GG?,disponibilidade,original,orig,,
tem blazer preto no 42?,disponibilidade,original,orig,,
tem camisa preto no M?,disponibilidade,original,orig,,
tem vestido verde no M?,disponibilidade,original,orig,,
tem body verde no 42?,disponibilidade,original,orig,,
tem saia preto no 40?,disponibilidade,original,orig,,
tem saia verde no PP?,disponibilidade,original,orig,,
tem body verde no 40?,disponibilidade,original,orig,,
tem camisa verde no 38?,disponibilidade,original,orig,,
tem blazer preto no P?,disponibilidade,original,orig,,
tem blazer verde no 44?,disponibilidade,original,orig,,
tem body preto no M?,disponibilidade,original,orig,,
tem body preto no 38?,disponibilidade,original,orig,,
tem blazer verde no 38?,disponibilidade,original,orig,,
tem jaqueta verde no M?,disponibilidade,original,orig,,
tem blazer preto no 40?,disponibilidade,original,orig,,
tem blazer verde no GG?,disponibilidade,original,orig,,
tem blazer preto no GG?,disponibilidade,original,orig,,
tem saia preto no 36?,disponibilidade,original,orig,,
tem vestido preto no 36?,disponibilidade,original,orig,,
tem body verde no 46?,disponibilidade,original,orig,,
tem camisa verde no M?,disponibilidade,original,orig,,
tem jaqueta verde no 42?,disponibilidade,original,orig,,
tem vestido preto no 44?,disponibilidade,original,orig,,
tem camisa preto no 44?,disponibilidade,original,orig,,
tem blazer preto no 38?,disponibilidade,original,orig,,
tem blazer verde no G?,disponibilidade,original,orig,,
tem body preto no G?,disponibilidade,original,orig,,
tem saia verde no 38?,disponibilidade,original,orig,,
tem body verde no PP?,disponibilidade,original,orig,,
tem blazer preto no 44?,disponibilidade,original,orig,,
tem jaqueta preto no 46?,disponibilidade,original,orig,,
tem camisa verde no 42?,disponibilidade,original,orig,,
tem camisa preto no 36?,disponibilidade,original,orig,,
tem camisa verde no 46?,disponibilidade,original,orig,,
tem saia verde no 46?,disponibilidade,original,orig,,
tem vestido verde no 38?,disponibilidade,original,orig,,
tem camisa verde no 44?,disponibilidade,original,orig,,
tem saia verde no G?,disponibilidade,original,orig,,
tem vestido verde no 42?,disponibilidade,original,orig,,
tem camisa verde no GG?,disponibilidade,original,orig,,
tem vestido preto no 38?,disponibilidade,original,orig,,
tem jaqueta preto no 40?,disponibilidade,original,orig,,
tem camisa preto no P?,disponibilidade,original,orig,,
tem body preto no 44?,disponibilidade,original,orig,,
tem saia verde no M?,disponibilidade,original,orig,,
tem saia verde no 42?,disponibilidade,original,orig,,
tem body preto no 42?,disponibilidade,original,orig,,
tem jaqueta preto no 38?,disponibilidade,original,orig,,
tem vestido preto no 42?,disponibilidade,original,orig,,
tem saia preto no GG?,disponibilidade,original,orig,,
tem body verde no 36?,disponibilidade,original,orig,,
tem jaqueta verde no 40?,disponibilidade,original,orig,,
tem vestido verde no 44?,disponibilidade,original,orig,,
tem blazer preto no 36?,disponibilidade,original,orig,,
tem vestido preto no P?,disponibilidade,original,orig,,
tem blazer verde no PP?,disponibilidade,original,orig,,
