text,label
ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a novamente pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo voces,saudacao
ola livia td e vc ficamos felizes que gostou dessa jaqueta acredito que tenha sido um erro da lojinha do instagram o valor correto r <num>,saudacao
grandao,nao_entendi
evento,nao_entendi
d,nao_entendi
que tamanho costuma usar,tamanho_modelagem
link compartilhado,como_comprar
ola juliana boa tarde tudo bem,saudacao
bom dia gostaria de adquirir essa calca mas nao esta mais disponivel podem me ajudar obrigada,saudacao
tira,nao_entendi
ola bom dia tudo bem obrigada pela mensagem conferimos aqui e aparentou estar tudo certo aproveito para mandar o link por aqui,saudacao
ne,nao_entendi
oii o site curadobia esta fora do ar fui visitar atrava c s dos link da bio e na o funcionou bjs,erros_plataforma
para,nao_entendi
link compartilhado,como_comprar
link compartilhado,como_comprar
coisa,nao_entendi
oi esse conjunto marrom e vendido tambem,saudacao
dura,nao_entendi
e,nao_entendi
como a c o processo da troca,troca_devolucao_politica
pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas,tamanho_modelagem
oie tudo bem elaine obrigada pela sua mensagem vocaa consegue nos confirmar suas medidas para que possamos verificar com mais precisa o d,agradecimento
oii o site curadobia esta fora do ar fui visitar atrava c s dos link da bio e na o funcionou bjs,erros_plataforma
pergunta da pra parcelar a saia tech sem juros resposta preco estoque e pagamento,formas_pagamento
imagem enviada,nao_entendi
oii o site curadobia esta fora do ar fui visitar atrava c s dos link da bio e na o funcionou bjs,erros_plataforma
uma,nao_entendi
meu,nao_entendi
pergunta a camisa de responsa marca muito o corpo resposta modelagem e tecido,tamanho_modelagem
o site esta passando por problemas,erros_plataforma
pergunta da pra trocar a calca saruel silvia por outro tamanho resposta frete prazos e trocas,frete_prazo
preta,nao_entendi
ola milene bom dia que bacana que se interessou por essa peca infelizmente ela esta fora de estoque no momento mas em breve com reposicao avisamos assim que voltar obrigada e um abraco equipe curadobia,saudacao
<url>,nao_entendi
sem conteudo detectavel,nao_entendi
ahhh maravilha,nao_entendi
look,pedir_sugestao_produto
pergunta da pra parcelar a saia tech sem juros resposta preco estoque e pagamento,formas_pagamento
bia sent an attachment,nao_entendi
pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao,troca_devolucao_politica
curtiu uma mensagem,nao_entendi
<url>,nao_entendi
link compartilhado,como_comprar
oii o site curadobia esta fora do ar fui visitar atraves dos link da bio e nao funcionou bjs,erros_plataforma
e,nao_entendi
link compartilhado,como_comprar
deste,nao_entendi
pergunta a camisa de responsa marca muito o corpo resposta modelagem e tecido,tamanho_modelagem
link compartilhado,como_comprar
look,pedir_sugestao_produto
oi adriana isso ainda na o esta disponavel pois ele a c um modelo exclusivo de sa o paulo fashion week inclusive fomos semana passada prestigiar a marca reptilia nossa previsa o a c que esteja disponavel na proxima semana,saudacao
d,nao_entendi
oi karen que bom receber tua mensagem aqui e a ana faco parte do time curadobia realmente nos ainda nao trabalhamos com frete internacional mas nao deixe de pedir para alguem te levar nossas pecas quando for te visitar varias clientes internacionais nossas fazem isso,saudacao
da,nao_entendi
link compartilhado,como_comprar
solicitamos a reposia a o para a paula ferber logo mais te atualizaremos sobre o estoque d deg,nao_entendi
oieee obrigada de verdade,agradecimento
sem conteudo detectavel,nao_entendi
opa acho que caiu,nao_entendi
oi karyna tudo bem estamos passando algumas instabilidades com o site mas acredito que logo mais isso vai se resolver vocaa precisa de suporte com algo estamos aqui para o que precisard,saudacao
link compartilhado,como_comprar
ola priscila td bem e vc acabamos de fazer alguns testes e esta funcionando normalmente poderia testar novamente para ver se da certo,saudacao
look,pedir_sugestao_produto
adorei as bolsas de vcs,nao_entendi
oi amanda nossas sinceras desculpas por todo esse ocorrido somos um marketplace com operacoes a todo vapor e infelizmente nao estamos livres de erros tecnicos e tecnologicos acontecerem checamos com a marca e por enquanto estamos com o tamanho <num> e <num> prontos para a venda seguimos a disposicao para te auxiliar em todas as duvidas e questoes necessarias aqui com a gente como seu cadastro esta certinho acredito que nao teremos mais essa situacao ocorrendo obrigada por estar conosco equipe curadobia edited,saudacao
ola como va o muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a nua em foco o que acham de retomarmos contato aguardo vocaas,saudacao
vou querer a <num> qual a c sua chave pix,formas_pagamento
oi renata boa tarde ana aqui vocaa conseguiu dar uma olhada nas opa aues que te mandei qualquer coisa sigo aqui para o que vocaa precisar ta,saudacao
link compartilhado,como_comprar
eu,nao_entendi
salva,nao_entendi
sem conteudo detectavel,nao_entendi
ferias,nao_entendi
muito estilo,nao_entendi
comprar,como_comprar
somos uma produtora de a udio visual e achamos que seria interessante apresentar o nosso trabalho e portifa <num> lio,nao_entendi
d,nao_entendi
obrigada eu aviso sim gostei bastante vou levar para a cliente,agradecimento
pergunta o tecido da camisa viajante esquenta resposta modelagem e tecido,tamanho_modelagem
pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas,tamanho_modelagem
qualquer duvida sigo a disposicao,nao_entendi
link compartilhado,como_comprar
ola stella boa tarde tudo bem,saudacao
obrigada,agradecimento
link compartilhado,como_comprar
bia sent an attachment,nao_entendi
ta joia,nao_entendi
ola heloisa bom dia tudo bem que bom que voce gostou das pecas da bia vou te mandar os links das pecas que voce informou para que possa visualizar com mais calma e clareza todas as pecas qualquer outra duvida ou questao estamos a disposicao equipe curadobia,saudacao
outra duvida e sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories,erros_plataforma
link compartilhado,como_comprar
bia sent an attachment,nao_entendi
pergunta a calca cool tem frete gratis resposta frete prazos e trocas,frete_prazo
mas amei a sugestao ju,pedir_sugestao_produto
descolado,nao_entendi
you sent an attachment,nao_entendi
look,pedir_sugestao_produto
agradea o o feedback,nao_entendi
ola andrea boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sanda lias da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar andrea qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
<url>,nao_entendi
outra duvida e sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories,erros_plataforma
oi danuza bom dia tudo bem pode nos informar por aqui a daovida ou se preferir uma comunicaa a o mais a gil pode nos chamar no nosso whatsapp,saudacao
bia sent an attachment,nao_entendi
bia gosto muito das suas bolsas poderia passar umas dicas nao encontrei no seu site,erros_plataforma
gostei do conjunto mas nao vi no site,erros_plataforma
mas a experiencia de compra nao foi legal,nao_entendi
look,pedir_sugestao_produto
tamanho,tamanho_modelagem
preto,nao_entendi
oi pessoal tudo bem estou com duvida sobre numeracao de uma peca de voces aguardo retorno obrigada milene,saudacao
reagiu com d a sua mensagem,nao_entendi
bia sent an attachment,nao_entendi
gostei do conjunto mas nao vi no site,erros_plataforma
dizer,nao_entendi
link compartilhado,como_comprar
e,nao_entendi
ola tudo bem tem cupom para <num> a compra,saudacao
bia sent an attachment,nao_entendi
como proceder p troca,troca_devolucao_politica
bia sent an attachment,nao_entendi
link compartilhado,como_comprar
aquele,nao_entendi
ola van td bem farei um video para vc,saudacao
nao tem um link de comunicacao no whatsapp,como_comprar
pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas,tamanho_modelagem
nao estou conseguindo entrar no site para fazer compra,erros_plataforma
construcao,nao_entendi
<num>,nao_entendi
pergunta a regata pregas jersey tem desconto a vista resposta preco estoque e pagamento,formas_pagamento
ola somente essa cor selecionamos sempre uma unica para estar aqui no curadobia,saudacao
oi tudo bem esta com algum problema no site para pagar com cartao de credito o codigo cvv some,saudacao
pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas,tamanho_modelagem
pergunta aceitam pix pra calca saruel silvia resposta preco estoque e pagamento,formas_pagamento
entrega devolucao,frete_prazo
experimentei essa jaqueta maravilhosa,nao_entendi
pergunta da pra parcelar a calca cool sem juros resposta preco estoque e pagamento,formas_pagamento
obrigada pelo prestigio foi incrivel te ter de pertinho ontem,agradecimento
boa tarde pessoal tudo bem estava namorando um macaca o verde no site da marca d aura pora c m na o localizei mais d saiu de colea a o na o tera reposia a o aguardo obrigada milene,saudacao
ola boa tarde silvana tudo bem obrigada pela sua mensagem a nossa pantalona jeans esta saindo por r <num> <num> qualquer coisa estamos aqui,saudacao
vai ter reposicao dessa calca,nao_entendi
ok obrigada,agradecimento
ola silvana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sapatilhas da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar silvana qualquer duvida estamos a disposicao equipe curadobia,saudacao
ola algum cupom de desconto na primeira compra,saudacao
vira,nao_entendi
por favor me interessei por este macaca o quais tamanhos e como comprar,como_comprar
a,nao_entendi
ola tudo bem que bom receber sua mensagem meu nome a c ana e sou do time curadobia com relaa a o a sua daovida conversei com a pra <num> pria bia e ela nos informou que volumes tamba c m podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer levezad,saudacao
brenda sent an attachment,nao_entendi
lucia shared a product,nao_entendi
ola tudo bem sim e com vocaa,saudacao
mas amei a sugestao ju,pedir_sugestao_produto
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
ola boa tarde tudo bem tenho uma confeca a o trabalho com tecido plano e malha faa o todo desenvolvimento da pea a comea ando da pea a piloto e entrego a produa a o passada e embalada caso tenha interesse meu naomero a c <num> obrigada,saudacao
sem problemas mari apenas encaminha pra gente um e mail solicitando que iremos dar sequencia com a troca e mail contato curadobia <user> com,troca_devolucao_politica
qual tamanho,tamanho_modelagem
acabei de comprar um conjunto se na o servir posso trocar pelo seu cep deve ser perto da minha casa o meu <num> <num>,como_comprar
so mimimi sent an attachment,nao_entendi
oi livia boa tarde ana aqui vocaa conseguiu dar uma olhada na jaqueta qualquer coisa sigo aqui para o que vocaa precisar viu,saudacao
link compartilhado,como_comprar
oi adriana tudo bem bom dia aqui e a ana da equipe do curadobia vimos que voce se interessou pelo macacao no video da bia mas na epoca ele ainda estava em lancamento boa noticia agora esta disponivel segue o link abaixo para que voce possa dar uma olhada,saudacao
pergunta tenho <num> cm de busto qual bolsa anda sozinha comprar resposta tamanho e medidas,tamanho_modelagem
ta,nao_entendi
oi,saudacao
qual tamanho,tamanho_modelagem
resposta,nao_entendi
oi julia tudo bem essa e da egrey mais antiga estamos a poucos dias de lancar novos modelos de jeans de uma nova marca que entrara no curadobia assim que lancarmos te mandamos aqui,saudacao
ola fiz uma compra com voces tudo certo,saudacao
bia sent an attachment,nao_entendi
substituta,nao_entendi
iremos relanca la em outubro aqui no curadobia,nao_entendi
sem conteudo detectavel,nao_entendi
sem,nao_entendi
sobre a troca da calca que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia <num> <num> <num> respondi mas dps disso nao tive mais retorno,troca_devolucao_politica
ola tudo bem sim e com voce,saudacao
pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas,tamanho_modelagem
link compartilhado,como_comprar
pergunta a saia tech fica justa no quadril resposta tamanho e medidas,tamanho_modelagem
link compartilhado,como_comprar
respostas,nao_entendi
<url>,nao_entendi
muito obrigada,agradecimento
boa tarde milene td bem e vc esse macaca o nesse tom infelizmente na o tera reposia a o mas lana amos ontem o mesmo modelo em preto,saudacao
pergunta a blusa molona e feita no brasil resposta extras e institucional,nao_entendi
muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim,agradecimento
oi patricia tudo bem obrigada pela sua mensagem infelizmente nao temos mais essa calca disponivel no nosso mix mas temos diversos produtos unicos e selecionados pela bia paes de barros o que acha dessas opcoes,saudacao
bia gosto muito das suas bolsas poderia passar umas dicas na o encontrei no seu site a,erros_plataforma
oii o site curadobia esta fora do ar fui visitar atraves dos link da bio e nao funcionou bjs,erros_plataforma
oi karyna bom dia vimos que voce mandou as mesmas mensagens pelo nosso whatsapp vamos dar seguimento por la entao tudo bem obrigada,saudacao
algua c m poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas na o funciona direito na o,erros_plataforma
ola bia te vi no post da teti gio amei o seu perfil eu tenho uma marca de joias autorais com design minimalista e ouro sustentavel adoraria te apresentar <user> tambem gostaria de conversar sobre divulgacao se houver interesse claro muito obrigada um abraco evelyn,saudacao
legal mto obrigada d,agradecimento
bia sent an attachment,nao_entendi
ola amanda bom dia tudo bem,saudacao
uma,nao_entendi
essa sanda lia cala a certo cala o <num> sera que preciso comprar <num>,como_comprar
d,nao_entendi
clientes,nao_entendi
<url>,nao_entendi
obrigada pelo prestigio foi incrivel te ter de pertinho ontem,agradecimento
sem conteudo detectavel,nao_entendi
eu sugiro q vcs verifiquem melhor as parcerias de fornecedores pois nao comprarei mais nesta curadoria infelizmente gosto mto do trabalho da bia mas assim inviabiliza,nao_entendi
<url> www curadobia com br,nao_entendi
sugestao,pedir_sugestao_produto
oi amanda nossas sinceras desculpas por todo esse ocorrido somos um marketplace com operacoes a todo vapor e infelizmente nao estamos livres de erros tecnicos e tecnologicos acontecerem checamos com a marca e por enquanto estamos com o tamanho <num> e <num> prontos para a venda seguimos a disposicao para te auxiliar em todas as duvidas e questoes necessarias aqui com a gente como seu cadastro esta certinho acredito que nao teremos mais essa situacao ocorrendo obrigada por estar conosco equipe curadobia,saudacao
pergunta o tecido da blusa molona esquenta resposta modelagem e tecido,tamanho_modelagem
link compartilhado,como_comprar
curtiu uma mensagem,nao_entendi
tirar,nao_entendi
sem problemas mari apenas encaminha pra gente um e mail solicitando que iremos dar sequaancia com a troca e mail contato curadobia <user> com,troca_devolucao_politica
d deg,nao_entendi
d,nao_entendi
ela,nao_entendi
com,nao_entendi
bia sent an attachment,nao_entendi
eu queria usar nas fotos que irei fazer amanha,nao_entendi
link compartilhado,como_comprar
oi maria angela bom dia como voce esta,saudacao
ola tudo bem bom dia como funciona o ora amento de studios com vocaas por favor,saudacao
com certeza sera um sucesso obrigada ana,agradecimento
oi as compras sao direto no site,saudacao
ola vera na verdade a curadoria de pecas que seleciono ja faz parte dessa ajuda,saudacao
obrigada pelo retorno as pea as sa o incraveis a que me apaixonei por essa cala a enta o foi ela que me prendeu o olhar daoi,agradecimento
ola meninas tudo bem comprei a saia preta da d aura em outubro precisei trocar foram rapidassimos mas sa <num> hoje eu soube que na o levaram a sacola com a pea a a ser trocada ficou este tempo todo na minha portaria como faa o,saudacao
code,nao_entendi
link compartilhado,como_comprar
que aa ja envio um invite,nao_entendi
pergunta tem estoque da saia acinturante no tamanho m resposta preco estoque e pagamento,formas_pagamento
vou querer a <num> qual a c sua chave pix,formas_pagamento
qual o endereco,nao_entendi
link compartilhado,como_comprar
pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
bia sent an attachment,nao_entendi
link compartilhado,como_comprar
ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a l dnim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces,saudacao
ola milene bom dia como vai claro estamos aqui para ajudar qual a sua daovida,saudacao
algua c m poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas na o funciona direito na o,erros_plataforma
oi ana tudo e voce beleza obrigada,saudacao
sem,nao_entendi
obrigada a i,agradecimento
comprei um body e paguei frete de <num> dias aoteis pra levar pra uma viagem agora na sexta,frete_prazo
curtiu uma mensagem,nao_entendi
curtiu uma mensagem,nao_entendi
look,pedir_sugestao_produto
nao rsrs,nao_entendi
obrigada pelo feedback maria,agradecimento
pergunta a saia tech amassa facil resposta modelagem e tecido,tamanho_modelagem
imagem enviada,nao_entendi
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a elisa atheniense super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas,saudacao
diferente,nao_entendi
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br insta <user> oficial o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a aim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas,saudacao
obrigada pelo prestigio foi incrivel te ter de pertinho hoje,agradecimento
link compartilhado,como_comprar
ola tudo bem podemos falar pelo nosso whatsapp <num> <num> <num> <num>,saudacao
pergunta a saia tech amassa facil resposta modelagem e tecido,tamanho_modelagem
toque,nao_entendi
link compartilhado,como_comprar
qualquer outra duvida seguimos aqui,nao_entendi
ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a a aurora super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces,saudacao
link compartilhado,como_comprar
ola isabela somos um marketplace sem loja fisica,saudacao
<num>,nao_entendi
da,nao_entendi
pergunta da pra parcelar a saia tech sem juros resposta preco estoque e pagamento,formas_pagamento
oi,saudacao
fazer,nao_entendi
imagem enviada,nao_entendi
for,nao_entendi
oi patricia bom dia caraca que legal receber essa mensagem sua ficamos muito felizes com isso nos avise quando estiver por aqui que fazemos uma entrega especial,saudacao
eu quero comprar esses acessa <num> rios como faa o,como_comprar
bia sent an attachment,nao_entendi
muito obrigada,agradecimento
obrigada pela presena a foi incravel atender e receber vocaas de pertinho d d,agradecimento
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a projeto zero um super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas,saudacao
pergunta a saia tech fica justa no quadril resposta tamanho e medidas,tamanho_modelagem
ola pessoal tudo bem sou a lala cunha <user> e vim contar um pouco sobre o <user> estamos em sp e fazemos fotografia videos em formato reels direcao de arte e styling para marcas de acordo com a sua necessidade fazemos trabalhos exclusivos para as marcas e em breve final de marco tambem faremos o nosso proximo shooting collab uma diaria criada para incluir varias marcas que tem produtos a serem fotografados necessitam de um material de qualidade mas que nao querem ter um alto valor de investimento nisso o proximo collab sera em uma locacao linda e as modelos foram escolhidas a dedo e acho que combina muito com a marca de voces abaixo mando mais infos vamos conversar sobre essas possibilidades fico aqui a disposicao abracos lala <num> <num>,saudacao
sem,nao_entendi
vocabulario,nao_entendi
link compartilhado,como_comprar
link compartilhado,como_comprar
oi,saudacao
ola gente bom dia acabei de ver o post da bia sobre camisas somos uma pequena alfaiataria e camisaria e o core da nossa criacao gostaria muito de apresentar nosso produto pra voces se voces acharem conveniente por favor indiquem a melhor forma de contato abraco stella,saudacao
boa tarde a jaqueta off da nauanim voltou,saudacao
pergunta a camisa viajante ta em promocao resposta preco estoque e pagamento,formas_pagamento
pergunta a saia tech fica justa no quadril resposta tamanho e medidas,tamanho_modelagem
nao consigo deixa la deste jeito,erros_plataforma
perfeito ana obrigada pelo retorno d,agradecimento
ola bom dia as medidas esta o na descria a o de cada pea a,saudacao
pergunta tem estoque da camisa de responsa no tamanho m resposta preco estoque e pagamento,formas_pagamento
link compartilhado,como_comprar
mas amei a sugestao ju,pedir_sugestao_produto
link compartilhado,como_comprar
oi livia boa tarde ana aqui vocaa conseguiu dar uma olhada na cala a qualquer coisa sigo aqui para o que vocaa precisar viu,saudacao
surpresa,nao_entendi
joia,nao_entendi
pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
pergunta a regata pregas jersey precisa passar resposta modelagem e tecido,tamanho_modelagem
link compartilhado,como_comprar
adorei como funciona d c,nao_entendi
ola meninas seguem meus contatos <num> <num> <num> <num> daniela masson <user> com muito bom falar com vcs ontem obrigada falamos na sequencia por whatsapp,saudacao
oi cristiane tudo bem obrigada pelo seu contato pode ficar tranquila vamos verificar para vocaa,saudacao
link compartilhado,como_comprar
ola heloisa bom dia tudo bem que bom que vocaa gostou das pea as da bia vou te mandar os links das pea as que vocaa informou para que possa visualizar com mais calma e clareza todas as pea as qualquer outra duvida ou questa o estamos a disposia a o equipe curadobia d,saudacao
consegue me informar de onde a c essa sanda lia,nao_entendi
essa,nao_entendi
qualquer coisa sigo aquid,nao_entendi
link compartilhado,como_comprar
blusa,nao_entendi
bom dia,saudacao
e a regata arrumadona,nao_entendi
ola alice bom dia tudo bem aqui somos da parte de atendimento do curadobia vou te pedir para encaminhar um e mail para contato curadobia <user> com,saudacao
you sent an attachment,nao_entendi
curtiu uma mensagem,nao_entendi
<num>,nao_entendi
link compartilhado,como_comprar
bia sent an attachment,nao_entendi
alfaiataria,nao_entendi
um tiquinho por conta do bico fino mesmo,nao_entendi
bia sent an attachment,nao_entendi
como proceder p troca,troca_devolucao_politica
oi mari bom dia tudo bem infelizmente essa cala a na o teremos mais reposia a o no curadobia mas estamos com diversas novidades no site qualquer coisa sigo aqui para o que vocaa precisar,saudacao
muito obrigada pelo retorno,agradecimento
resolvedor,nao_entendi
curtiu uma mensagem,nao_entendi
pergunta a regata pregas jersey tem desconto a vista resposta preco estoque e pagamento,formas_pagamento
gostaria de saber qual a altura e medidas da bia pra entender melhor o tamanho de referencia,tamanho_modelagem
ola bom dia sou muito fa da bia mas nunca comprei no curadoria uma duvida como faco para escolher um tamanho com mais seguranca tem uma tabela de medidas para servir de referencia obrigada,saudacao
pergunta tem rastreio pra camisa de responsa resposta frete prazos e trocas,frete_prazo
sa <num> entrar no site ou aqui no nosso perfil que tem a selea a o completa,erros_plataforma
tenho interesse nessa jaqueta,nao_entendi
pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
